ASIN,Identifier,Purchasing Price
B08NPRMN4Y,asin,5.0
B07GV8LL8Y,asin,5.0
B00VBYYHNK,asin,5.0
B089YF85WJ,asin,5.0
B08DD3V73C,asin,5.0
B08CNNC6BC,asin,5.0
B088FWMW8V,asin,5.0
B075SBSG3K,asin,5.0
B07DCLLSW9,asin,5.0
B08HPSLZHV,asin,5.0
B07X3RFQXD,asin,5.0
B07MKY21C9,asin,5.0
B088GPXZQ8,asin,5.0
B01G90VAOO,asin,5.0
B08GS53RQW,asin,5.0
B085711BCF,asin,5.0
B07CRX7NML,asin,5.0
B07RDQB4GC,asin,5.0
B084FJ3JJ7,asin,5.0
B07GF685ZK,asin,5.0
B06Y24D557,asin,5.0
B08BJDK748,asin,5.0
B08JV4FBNM,asin,5.0
B084Z43KKK,asin,5.0
B08BP9MXSF,asin,5.0
B086MKP1WY,asin,5.0
B08ML9X4YT,asin,5.0
B07MJW8XVV,asin,5.0
B08B16K3LH,asin,5.0
B01KJMF06W,asin,5.0
B07ZT7RQRQ,asin,5.0
B07QDR9VZT,asin,5.0
B087WND638,asin,5.0
B08MFFS5NX,asin,5.0
B07DHD8HXN,asin,5.0
B08HQBBBL9,asin,5.0
B08CXNV4VY,asin,5.0
B07N3FVWJK,asin,5.0
B07PXD1225,asin,5.0
B084NW5MLR,asin,5.0
B07JQ2Q175,asin,5.0
B077L58D1G,asin,5.0
B07RKY8FSG,asin,5.0
B07R8TS15L,asin,5.0
B08FBTZZK1,asin,5.0
B08DYZ98XQ,asin,5.0
B078VJSPQY,asin,5.0
B07RM26S16,asin,5.0
B083WPJDZ5,asin,5.0
B08C2RN8BK,asin,5.0
B07FSTN57F,asin,5.0
B07T3ML26V,asin,5.0
B08FJ1RRVP,asin,5.0
B07LC2SM31,asin,5.0
B07D72RMW5,asin,5.0
B07H1292FD,asin,5.0
B08H1KGKP5,asin,5.0
B071JNL7M6,asin,5.0
B07WW9PRHV,asin,5.0
B07Y7Y1MJD,asin,5.0
B071JNLC54,asin,5.0
B07S46CSLJ,asin,5.0
B08NJ8B2ZX,asin,5.0
B0888V2V58,asin,5.0
B087R28GD3,asin,5.0
B07X7ZFXQY,asin,5.0
B08L71QGD5,asin,5.0
B07JKDQFY9,asin,5.0
B073YLX3NG,asin,5.0
B07ZSGF2FN,asin,5.0
B086W5V7DP,asin,5.0
B07PYZF9SC,asin,5.0
B08HD6DW72,asin,5.0
B07VBGN3YD,asin,5.0
B08J7JN1NX,asin,5.0
B07Z9FHRGF,asin,5.0
B07Y9Y39RJ,asin,5.0
B08293CL5B,asin,5.0
B082X231FH,asin,5.0
B07CY49P6N,asin,5.0
B07SGH5KB6,asin,5.0
B08H1PHWKN,asin,5.0
B08JQ68BBD,asin,5.0
B00RM2L05S,asin,5.0
B01N8VOJXE,asin,5.0
B08KFY9QTP,asin,5.0
B08B8P7VN2,asin,5.0
B07K6DHXV1,asin,5.0
B0814BKNXQ,asin,5.0
B07DVKPQM7,asin,5.0
B07Y46TW2H,asin,5.0
B07YZJ7TRK,asin,5.0
B08L5Z72H9,asin,5.0
B07ZQ89L48,asin,5.0
B07JCTTPCD,asin,5.0
B08C6N65HF,asin,5.0
B08KR7YCMP,asin,5.0
B08FJCR5JQ,asin,5.0
B073RT14YK,asin,5.0
B08HCVDH25,asin,5.0
B07DR288ZP,asin,5.0
B08375BVQ7,asin,5.0
B00RX3S5L8,asin,5.0
B08M91WJV2,asin,5.0
B01HP5WQI6,asin,5.0
B06XC296ZM,asin,5.0
B01G90U38S,asin,5.0
B08JGVRWH9,asin,5.0
B08K8PLR83,asin,5.0
B07798GHBR,asin,5.0
B07R1RLFJM,asin,5.0
B08L7RSWDP,asin,5.0
B07P77HFPK,asin,5.0
B07H9YDLGV,asin,5.0
B089J9T1VW,asin,5.0
B071JNL2PM,asin,5.0
B00820J6VY,asin,5.0
B07YRS72XG,asin,5.0
B083NSC13K,asin,5.0
B07WXSL57D,asin,5.0
B08CJZHRPV,asin,5.0
B08FHWVYFV,asin,5.0
B073W8CN8J,asin,5.0
B08K3P1BQR,asin,5.0
B08JQ5TQXQ,asin,5.0
B08F2D8D62,asin,5.0
B07CY2L968,asin,5.0
B00X22LOQ2,asin,5.0
B08CGS1KZN,asin,5.0
B08FJ2MQ1T,asin,5.0
B07VWPPDP7,asin,5.0
B07KG1NTKP,asin,5.0
B0711MH6ZH,asin,5.0
B08JP94982,asin,5.0
B085TBX96C,asin,5.0
B074S336HS,asin,5.0
B0814HS2ZQ,asin,5.0
B075MR92WX,asin,5.0
B08623M553,asin,5.0
B07L6KWKCK,asin,5.0
B07ZLP9851,asin,5.0
B07JWCVSW1,asin,5.0
B07ZV25JZH,asin,5.0
B08F7HWW8P,asin,5.0
B08K2PV4TC,asin,5.0
B07ZKHZL29,asin,5.0
B08FC9H5SY,asin,5.0
B07VKHYJJ5,asin,5.0
B07TYG57MS,asin,5.0
B07V7WQKPB,asin,5.0
B08J7GC9GT,asin,5.0
B07RYQ43QS,asin,5.0
B004IPQPNY,asin,5.0
B089Q6WYP2,asin,5.0
B07JKYB6M3,asin,5.0
B0815YKJGQ,asin,5.0
B08FTLBBFJ,asin,5.0
B07QDQDWNL,asin,5.0
B07Y42XHX5,asin,5.0
B07ZLXYSMM,asin,5.0
B07MLPMX49,asin,5.0
B0791FJVTW,asin,5.0
B07FP2S57H,asin,5.0
B07CNGB32K,asin,5.0
B08MVWFRLX,asin,5.0
B00SA08K7C,asin,5.0
B073TKY3MT,asin,5.0
B004XVWE10,asin,5.0
B00YFS6UBQ,asin,5.0
B0813DWK82,asin,5.0
B00OU0LZ7S,asin,5.0
B08G8FCLDV,asin,5.0
B08M3Y6KRN,asin,5.0
B00ABBP9GS,asin,5.0
B08K91VKFQ,asin,5.0
B07ZBCWMTG,asin,5.0
B075GT2XVX,asin,5.0
B07CKWP1JJ,asin,5.0
B084KRSKD8,asin,5.0
B083464JR3,asin,5.0
B08P9YHJ5S,asin,5.0
B087LY64DK,asin,5.0
B08CZXNKXS,asin,5.0
B079L6TJ77,asin,5.0
B0861PSBXV,asin,5.0
B07S58TZ6G,asin,5.0
B086DCHKSS,asin,5.0
B08CJZ5HTM,asin,5.0
B07BDNQ16C,asin,5.0
B076DYKC4K,asin,5.0
B088TV7PFS,asin,5.0
B0841FNZG7,asin,5.0
B01LX1UEOY,asin,5.0
B08D38P22N,asin,5.0
B07Y7QQVG9,asin,5.0
B0815H6NZN,asin,5.0
B07GGLYTFY,asin,5.0
B08787QRXP,asin,5.0
B0882ZQPMJ,asin,5.0
B081W485NH,asin,5.0
B073HCDCW7,asin,5.0
B07JDX6CQ7,asin,5.0
B08N5VNHGD,asin,5.0
B00BBS4QZK,asin,5.0
B07W9KBYGJ,asin,5.0
B08FXFC5FH,asin,5.0
B08D91JYX2,asin,5.0
B08HM2749B,asin,5.0
B07PKHG6X9,asin,5.0
B07TZVKNR7,asin,5.0
B08K77W2CW,asin,5.0
B07LB4CS2Z,asin,5.0
B083HBQZPJ,asin,5.0
B08G1DZKS3,asin,5.0
B07JFM14YQ,asin,5.0
B07GS21Y4W,asin,5.0
B0733LM9BD,asin,5.0
B089QWYQH5,asin,5.0
B07KJD1HDW,asin,5.0
B07DRB9PN8,asin,5.0
B07CQH6KCP,asin,5.0
B07TYX2VG1,asin,5.0
B0892NR74N,asin,5.0
B07MJ4T62F,asin,5.0
B071NZ28RC,asin,5.0
B07JVP6R5S,asin,5.0
B01GELMTX4,asin,5.0
B00WZMQTF6,asin,5.0
B088QX1VMH,asin,5.0
B07G72GHWP,asin,5.0
B018782L08,asin,5.0
B08FDR6RQ7,asin,5.0
B08KJL5ZRF,asin,5.0
B088ZRP4L3,asin,5.0
B075X6L636,asin,5.0
B08FD45TH2,asin,5.0
B07XLMH21X,asin,5.0
B07HH1WPQV,asin,5.0
B07VMHNZKH,asin,5.0
B07WDJL2H1,asin,5.0
B07B86RRXP,asin,5.0
B075SDRSZC,asin,5.0
B07Q94MKBY,asin,5.0
B08HJKFNZ2,asin,5.0
B00SSQRYKC,asin,5.0
B089KR43GG,asin,5.0
B07W4WZKCJ,asin,5.0
B082KJ6QX6,asin,5.0
B08BNG6KSK,asin,5.0
B08FFNBZ6D,asin,5.0
B084DTT4RG,asin,5.0
B07NZLW131,asin,5.0
B07WLCVS4C,asin,5.0
B075K6BMKC,asin,5.0
